Geneid,wt_CON,wt_DOX
ENSMUSG00000120848,35,30
ENSMUSG00000120849,4375,541
ENSMUSG00000120850,27,87
ENSMUSG00000120851,34,2
ENSMUSG00000120852,0,2
ENSMUSG00000120853,0,0
ENSMUSG00000120855,0,0
ENSMUSG00000120856,109,81
ENSMUSG00000120857,0,21
ENSMUSG00000120859,10,15
ENSMUSG00000120861,4,2
ENSMUSG00000120862,0,0
ENSMUSG00000120863,755,329
ENSMUSG00000120864,0,5
ENSMUSG00000120866,0,0
ENSMUSG00000120867,0,4
ENSMUSG00000120868,0,0
ENSMUSG00000120869,4,5
ENSMUSG00000120870,24,14
ENSMUSG00000120871,0,0
ENSMUSG00000120872,27,11
ENSMUSG00000120873,22,94
ENSMUSG00000120874,4,4
ENSMUSG00000120875,0,0
ENSMUSG00000120876,0,0
ENSMUSG00000120877,12,16
ENSMUSG00000120878,72,34
ENSMUSG00000120879,29,24
ENSMUSG00000120880,56,57
ENSMUSG00000120882,10,7
ENSMUSG00000120883,70,57
ENSMUSG00000120884,0,0
ENSMUSG00000120885,0,0
ENSMUSG00000120886,4,1
ENSMUSG00000120888,0,0
ENSMUSG00000120889,6,9
ENSMUSG00000120890,9,6
ENSMUSG00000120891,20,10
ENSMUSG00000120892,0,0
ENSMUSG00000120893,23,3
ENSMUSG00000120894,0,0
ENSMUSG00000120895,0,0
ENSMUSG00000120896,14,15
ENSMUSG00000120897,2,3
ENSMUSG00000120898,20,3
ENSMUSG00000120900,4,2
ENSMUSG00000120902,6,2
ENSMUSG00000120903,57,38
ENSMUSG00000120904,0,0
ENSMUSG00000120906,16,16
ENSMUSG00000120907,4,4
ENSMUSG00000120908,0,0
ENSMUSG00000120909,0,0
ENSMUSG00000120910,15,10
ENSMUSG00000120911,0,0
ENSMUSG00000120912,262,72
ENSMUSG00000120913,8,4
ENSMUSG00000120914,5,7
ENSMUSG00000120915,4,2
ENSMUSG00000120916,1,12
ENSMUSG00000120917,2,2
ENSMUSG00000120918,0,0
ENSMUSG00000120919,0,0
ENSMUSG00000120920,83,61
ENSMUSG00000120921,0,0
ENSMUSG00000120923,2,0
ENSMUSG00000120924,163,15
ENSMUSG00000120926,0,1
ENSMUSG00000120927,0,0
ENSMUSG00000120928,19,26
ENSMUSG00000120930,36,37
ENSMUSG00000120931,0,0
ENSMUSG00000120933,78,48
ENSMUSG00000120935,0,0
ENSMUSG00000120936,0,0
ENSMUSG00000120938,54,46
ENSMUSG00000120939,8,16
ENSMUSG00000120940,0,0
ENSMUSG00000120941,95,27
ENSMUSG00000120942,0,1
ENSMUSG00000120943,0,0
ENSMUSG00000120945,6,3
ENSMUSG00000120946,0,0
ENSMUSG00000120947,8,2
ENSMUSG00000120948,0,3
ENSMUSG00000120949,0,0
ENSMUSG00000120950,41,20
ENSMUSG00000120951,1,0
ENSMUSG00000120952,4,4
ENSMUSG00000120953,0,0
ENSMUSG00000120955,0,0
ENSMUSG00000120956,0,0
ENSMUSG00000120957,0,0
ENSMUSG00000120958,6,6
ENSMUSG00000120959,0,0
ENSMUSG00000120960,0,0
ENSMUSG00000120961,15,15
ENSMUSG00000120963,28,27
ENSMUSG00000120964,8,3
ENSMUSG00000120965,11,30
ENSMUSG00000120966,0,0
ENSMUSG00000120967,1,0
ENSMUSG00000120968,0,0
ENSMUSG00000120969,8,11
ENSMUSG00000120970,36,76
ENSMUSG00000120971,19,40
ENSMUSG00000120972,4,2
ENSMUSG00000120974,0,0
ENSMUSG00000120975,17,13
ENSMUSG00000120976,0,1
ENSMUSG00000120977,56,20
ENSMUSG00000120978,68,30
ENSMUSG00000120980,6,12
ENSMUSG00000120981,26,6
ENSMUSG00000120982,5,4
ENSMUSG00000120983,38,35
ENSMUSG00000120984,0,6
ENSMUSG00000120985,2,18
ENSMUSG00000120986,16,38
ENSMUSG00000120987,10,6
ENSMUSG00000120988,0,0
ENSMUSG00000120990,9,10
ENSMUSG00000120991,0,0
ENSMUSG00000120992,1648,724
ENSMUSG00000120993,0,0
ENSMUSG00000120994,0,0
ENSMUSG00000120995,274,212
ENSMUSG00000120996,163,83
ENSMUSG00000120997,34,56
ENSMUSG00000120999,276,302
ENSMUSG00000121000,0,0
ENSMUSG00000121001,2,5
ENSMUSG00000121002,0,0
ENSMUSG00000121003,0,0
ENSMUSG00000121004,7,0
ENSMUSG00000121007,4,0
ENSMUSG00000121008,138,271
ENSMUSG00000121009,18,0
ENSMUSG00000121010,0,0
ENSMUSG00000121011,16,9
ENSMUSG00000121012,25,19
ENSMUSG00000121013,0,1
ENSMUSG00000121014,0,0
ENSMUSG00000121015,2,16
ENSMUSG00000121016,56,70
ENSMUSG00000121018,6,17
ENSMUSG00000121019,0,0
ENSMUSG00000121020,1,0
ENSMUSG00000121021,6,5
ENSMUSG00000121023,12,2
ENSMUSG00000121024,2,2
ENSMUSG00000121025,1,0
ENSMUSG00000121026,7,1
ENSMUSG00000121027,6,12
ENSMUSG00000121028,37,36
ENSMUSG00000121029,2,2
ENSMUSG00000121030,0,0
ENSMUSG00000121033,16,14
ENSMUSG00000121034,0,0
ENSMUSG00000121035,0,0
ENSMUSG00000121036,11,4
ENSMUSG00000121037,0,0
ENSMUSG00000121038,5,7
ENSMUSG00000121039,71,24
ENSMUSG00000121040,2,5
ENSMUSG00000121041,0,0
ENSMUSG00000121042,6,0
ENSMUSG00000121043,0,2
ENSMUSG00000121044,26,61
ENSMUSG00000121045,37,56
ENSMUSG00000121047,0,0
ENSMUSG00000121048,339,157
ENSMUSG00000121049,0,0
ENSMUSG00000121050,50,48
ENSMUSG00000121052,47,30
ENSMUSG00000121053,78,91
ENSMUSG00000121054,6,8
ENSMUSG00000121056,16,10
ENSMUSG00000121057,30,6
ENSMUSG00000121058,0,5
ENSMUSG00000121059,1594,1315
ENSMUSG00000121060,4,4
ENSMUSG00000121061,10,3
ENSMUSG00000121063,10,2
ENSMUSG00000121064,14,9
ENSMUSG00000121065,4,5
ENSMUSG00000121066,1,1
ENSMUSG00000121067,64,8
ENSMUSG00000121068,15,13
ENSMUSG00000121069,230,125
ENSMUSG00000121070,16,8
ENSMUSG00000121071,2,8
ENSMUSG00000121072,26,24
ENSMUSG00000121073,2,0
ENSMUSG00000121074,0,0
ENSMUSG00000121075,5,12
ENSMUSG00000121076,0,0
ENSMUSG00000121077,26,13
ENSMUSG00000121078,0,0
ENSMUSG00000121079,0,0
ENSMUSG00000121080,1,1
ENSMUSG00000121081,2,4
ENSMUSG00000121082,63,75
ENSMUSG00000121083,9,5
ENSMUSG00000121084,242,185
ENSMUSG00000121085,6,0
ENSMUSG00000121086,0,3
ENSMUSG00000121088,2,3
ENSMUSG00000121089,1,4
ENSMUSG00000121090,0,0
ENSMUSG00000121091,466,80
ENSMUSG00000121092,311,630
ENSMUSG00000121093,301,596
ENSMUSG00000121094,0,0
ENSMUSG00000121095,492,377
ENSMUSG00000121096,156,104
ENSMUSG00000121097,8,1
ENSMUSG00000121098,574,502
ENSMUSG00000121099,4,0
ENSMUSG00000121100,0,0
ENSMUSG00000121101,0,0
ENSMUSG00000121102,1,0
ENSMUSG00000121104,0,4
ENSMUSG00000121105,20,8
ENSMUSG00000121106,0,0
ENSMUSG00000121107,283,168
ENSMUSG00000121108,0,1
ENSMUSG00000121109,38,40
ENSMUSG00000121111,17,4
ENSMUSG00000121112,12,8
ENSMUSG00000121114,90,213
ENSMUSG00000121115,34,40
ENSMUSG00000121116,53,44
ENSMUSG00000121120,0,0
ENSMUSG00000121121,26,21
ENSMUSG00000121122,193,238
ENSMUSG00000121123,4,2
ENSMUSG00000121125,6,5
ENSMUSG00000121126,0,0
ENSMUSG00000121127,0,0
ENSMUSG00000121129,18,17
ENSMUSG00000121130,11,9
ENSMUSG00000121131,0,0
ENSMUSG00000121133,0,0
ENSMUSG00000121134,24,10
ENSMUSG00000121135,1146,565
ENSMUSG00000121136,1,3
ENSMUSG00000121137,643,2113
ENSMUSG00000121138,0,0
ENSMUSG00000121139,0,0
ENSMUSG00000121140,0,0
ENSMUSG00000121141,2994,1970
ENSMUSG00000121142,0,0
ENSMUSG00000121143,0,0
ENSMUSG00000121145,0,0
ENSMUSG00000121146,0,0
ENSMUSG00000121148,2,2
ENSMUSG00000121149,5,13
ENSMUSG00000121150,2,13
ENSMUSG00000121151,24,15
ENSMUSG00000121153,20,16
ENSMUSG00000121154,4,6
ENSMUSG00000121155,0,0
ENSMUSG00000121156,0,0
ENSMUSG00000121158,0,0
ENSMUSG00000121159,0,0
ENSMUSG00000121160,0,0
ENSMUSG00000121161,0,0
ENSMUSG00000121162,4,0
ENSMUSG00000121163,91,115
ENSMUSG00000121164,0,0
ENSMUSG00000121165,0,0
ENSMUSG00000121166,0,0
ENSMUSG00000121168,16,11
ENSMUSG00000121169,0,0
ENSMUSG00000121170,0,2
ENSMUSG00000121171,2,4
ENSMUSG00000121172,10,10
ENSMUSG00000121173,0,0
ENSMUSG00000121175,1,1
ENSMUSG00000121176,0,0
ENSMUSG00000121177,6,8
ENSMUSG00000121178,11,19
ENSMUSG00000121179,0,0
ENSMUSG00000121181,0,2
ENSMUSG00000121183,0,0
ENSMUSG00000121184,308,273
ENSMUSG00000121186,0,0
ENSMUSG00000121187,0,0
ENSMUSG00000121188,7,22
ENSMUSG00000121189,4,1
ENSMUSG00000121190,10,3
ENSMUSG00000121191,0,0
ENSMUSG00000121192,14,29
ENSMUSG00000121193,0,0
ENSMUSG00000121194,0,0
ENSMUSG00000121195,149,90
ENSMUSG00000121196,0,0
ENSMUSG00000121199,0,0
ENSMUSG00000121201,137,42
ENSMUSG00000121202,0,0
ENSMUSG00000121203,0,0
ENSMUSG00000121204,1,0
ENSMUSG00000121205,2,0
ENSMUSG00000121206,2,0
ENSMUSG00000121207,0,0
ENSMUSG00000121210,6,2
ENSMUSG00000121211,12,4
ENSMUSG00000121212,0,0
ENSMUSG00000121213,2,0
ENSMUSG00000121215,20,34
ENSMUSG00000121216,4,2
ENSMUSG00000121217,0,0
ENSMUSG00000121218,28,10
ENSMUSG00000121219,0,0
ENSMUSG00000121220,0,0
ENSMUSG00000121221,4,0
ENSMUSG00000121222,1,8
ENSMUSG00000121223,6,12
ENSMUSG00000121224,0,4
ENSMUSG00000121225,258,143
ENSMUSG00000121226,91,65
ENSMUSG00000121230,104,48
ENSMUSG00000121231,0,0
ENSMUSG00000121232,0,0
ENSMUSG00000121233,3,3
ENSMUSG00000121235,4,4
ENSMUSG00000121236,2,4
ENSMUSG00000121237,3,5
ENSMUSG00000121238,62,56
ENSMUSG00000121239,0,0
ENSMUSG00000121240,0,0
ENSMUSG00000121241,0,2
ENSMUSG00000121242,0,0
ENSMUSG00000121243,2,2
ENSMUSG00000121245,0,0
ENSMUSG00000121246,0,0
ENSMUSG00000121247,103,56
ENSMUSG00000121248,22,0
ENSMUSG00000121249,0,0
ENSMUSG00000121250,0,2
ENSMUSG00000121251,17,14
ENSMUSG00000121252,18,26
ENSMUSG00000121253,0,1
ENSMUSG00000121254,0,0
ENSMUSG00000121255,35,12
ENSMUSG00000121256,32,35
ENSMUSG00000121257,0,0
ENSMUSG00000121258,18,8
ENSMUSG00000121259,2,0
ENSMUSG00000121260,2,17
ENSMUSG00000121261,3,0
ENSMUSG00000121262,0,0
ENSMUSG00000121263,0,1
ENSMUSG00000121264,2,2
ENSMUSG00000121266,4,2
ENSMUSG00000121267,0,0
ENSMUSG00000121268,0,0
ENSMUSG00000121269,0,0
ENSMUSG00000121270,0,0
ENSMUSG00000121272,51,15
ENSMUSG00000121273,0,0
ENSMUSG00000121274,3,0
ENSMUSG00000121275,24,16
ENSMUSG00000121276,0,0
ENSMUSG00000121277,68,75
ENSMUSG00000121278,1,1
ENSMUSG00000121279,0,0
ENSMUSG00000121280,23,29
ENSMUSG00000121281,0,0
ENSMUSG00000121284,0,0
ENSMUSG00000121286,0,0
ENSMUSG00000121287,0,0
ENSMUSG00000121288,0,0
ENSMUSG00000121294,0,1
ENSMUSG00000121295,0,0
ENSMUSG00000121296,0,0
ENSMUSG00000121297,134,48
ENSMUSG00000121299,0,0
ENSMUSG00000121300,20,40
ENSMUSG00000121301,0,0
ENSMUSG00000121302,2,0
ENSMUSG00000121303,0,0
ENSMUSG00000121304,0,0
ENSMUSG00000121305,0,0
ENSMUSG00000121307,0,0
ENSMUSG00000121308,0,0
ENSMUSG00000121309,297,125
ENSMUSG00000121311,0,0
ENSMUSG00000121315,0,0
ENSMUSG00000121318,60,62
ENSMUSG00000121325,0,0
ENSMUSG00000121326,0,1
ENSMUSG00000121331,0,0
ENSMUSG00000121335,0,0
ENSMUSG00000121336,0,0
ENSMUSG00000121337,0,0
ENSMUSG00000121338,0,0
ENSMUSG00000121339,0,1
ENSMUSG00000121341,0,0
ENSMUSG00000121342,0,0
ENSMUSG00000121345,833,483
ENSMUSG00000121346,0,0
ENSMUSG00000121347,158,52
ENSMUSG00000121348,0,0
ENSMUSG00000121349,0,0
ENSMUSG00000121350,0,0
ENSMUSG00000121351,0,0
ENSMUSG00000121352,10,2
ENSMUSG00000121353,0,0
ENSMUSG00000121354,0,0
ENSMUSG00000121355,2,0
ENSMUSG00000121356,0,0
ENSMUSG00000121358,0,0
ENSMUSG00000121359,0,0
ENSMUSG00000121360,0,2
ENSMUSG00000121361,0,0
ENSMUSG00000121362,0,0
ENSMUSG00000121363,0,0
ENSMUSG00000121364,0,0
ENSMUSG00000121365,0,0
ENSMUSG00000121366,0,0
ENSMUSG00000121367,0,0
ENSMUSG00000121368,0,0
ENSMUSG00000121369,4,0
ENSMUSG00000121370,0,0
ENSMUSG00000121371,0,0
ENSMUSG00000121372,0,0
ENSMUSG00000121374,2,6
ENSMUSG00000121376,0,2
ENSMUSG00000121377,359,225
ENSMUSG00000121378,109,57
ENSMUSG00000121379,0,0
ENSMUSG00000121380,0,0
ENSMUSG00000121381,0,0
ENSMUSG00000121382,2,4
ENSMUSG00000121383,0,0
ENSMUSG00000121384,4,2
ENSMUSG00000121385,0,0
ENSMUSG00000121386,0,0
ENSMUSG00000121387,4,0
ENSMUSG00000121388,0,0
ENSMUSG00000121389,0,0
ENSMUSG00000121390,0,0
ENSMUSG00000121391,0,0
ENSMUSG00000121392,0,0
ENSMUSG00000121395,499,331
ENSMUSG00000121396,0,0
ENSMUSG00000121399,228,48
ENSMUSG00000121400,0,0
ENSMUSG00000121401,0,0
ENSMUSG00000121402,22,21
ENSMUSG00000121403,0,0
ENSMUSG00000121404,0,0
ENSMUSG00000121405,0,0
ENSMUSG00000121406,0,0
ENSMUSG00000121407,2,1
ENSMUSG00000121409,0,0
ENSMUSG00000121410,0,0
ENSMUSG00000121411,4,1
ENSMUSG00000121412,0,0
ENSMUSG00000121413,0,0
ENSMUSG00000121415,0,0
ENSMUSG00000121416,0,0
ENSMUSG00000121417,0,0
ENSMUSG00000121419,0,0
ENSMUSG00000121420,0,0
ENSMUSG00000121421,0,0
ENSMUSG00000121422,0,0
ENSMUSG00000121423,0,0
ENSMUSG00000121424,0,0
ENSMUSG00000121425,0,0
ENSMUSG00000121427,0,0
ENSMUSG00000121428,0,0
ENSMUSG00000121429,4,34
ENSMUSG00000121430,925,1202
ENSMUSG00000121432,0,0
ENSMUSG00000121434,2,0
ENSMUSG00000121435,0,0
ENSMUSG00000121436,0,0
ENSMUSG00000121437,0,0
ENSMUSG00000121438,2,0
ENSMUSG00000121439,0,0
ENSMUSG00000121440,0,0
ENSMUSG00000121441,0,0
ENSMUSG00000121442,0,0
ENSMUSG00000121444,0,0
ENSMUSG00000121445,21,11
ENSMUSG00000121446,0,0
ENSMUSG00000121447,0,0
ENSMUSG00000121448,0,0
ENSMUSG00000121451,0,0
ENSMUSG00000121452,0,2
ENSMUSG00000121453,0,0
ENSMUSG00000121454,0,0
ENSMUSG00000121455,0,0
ENSMUSG00000121456,0,2
ENSMUSG00000121457,0,0
ENSMUSG00000121458,17,52
ENSMUSG00000121464,0,0
ENSMUSG00000121465,0,0
ENSMUSG00000121466,0,0
ENSMUSG00000121467,0,0
ENSMUSG00000121468,2,0
ENSMUSG00000121470,10,11
ENSMUSG00000121471,8,2
ENSMUSG00000121472,2,0
ENSMUSG00000121473,0,0
ENSMUSG00000121474,89,45
ENSMUSG00000121476,12,13
ENSMUSG00000121477,662,403
ENSMUSG00000121478,1,2
ENSMUSG00000121479,14,22
ENSMUSG00000121480,0,0
ENSMUSG00000121481,85,21
ENSMUSG00000121482,16,36
ENSMUSG00000121483,88,18
ENSMUSG00000121484,0,1
ENSMUSG00000121485,2436,1290
ENSMUSG00000121486,18,61
ENSMUSG00000121487,0,0
ENSMUSG00000121488,0,0
ENSMUSG00000121489,111,86
ENSMUSG00000121490,73,42
ENSMUSG00000121491,14,9
ENSMUSG00000121492,354,264
ENSMUSG00000121493,38,38
ENSMUSG00000121495,1,1
ENSMUSG00000121496,376,163
ENSMUSG00000121497,0,0
ENSMUSG00000121500,290,287
ENSMUSG00000121501,68,28
ENSMUSG00000121502,5,0
ENSMUSG00000121503,304,138
ENSMUSG00000121504,628,198
ENSMUSG00000121505,0,0
ENSMUSG00000121507,0,0
ENSMUSG00000121510,6,1
ENSMUSG00000121511,3,5
ENSMUSG00000121512,0,0
ENSMUSG00000121513,6,89
ENSMUSG00000121568,0,0
ENSMUSG00000121569,0,0
ENSMUSG00000121570,0,0
ENSMUSG00000121572,0,0
ENSMUSG00000121575,0,0
ENSMUSG00000121577,0,0
ENSMUSG00000121578,0,0
ENSMUSG00000121579,0,0
ENSMUSG00000121580,0,0
ENSMUSG00000121581,0,0
ENSMUSG00000121582,0,0
ENSMUSG00000121583,1802,1409
ENSMUSG00000121584,112,32
ENSMUSG00000121585,0,0
ENSMUSG00000121588,0,0
ENSMUSG00000121595,2,0
ENSMUSG00000121596,548,339
ENSMUSG00000121597,0,0
ENSMUSG00000121598,0,0
ENSMUSG00000121599,0,0
ENSMUSG00000121600,0,0
ENSMUSG00000121601,0,0
ENSMUSG00000121602,0,0
ENSMUSG00000121603,0,0
ENSMUSG00000121605,0,0
ENSMUSG00000121606,454,323
ENSMUSG00000121607,116,105
ENSMUSG00000121608,73,83
ENSMUSG00000121611,0,0
ENSMUSG00000121615,0,0
ENSMUSG00000121618,0,0
ENSMUSG00000121619,25,22
ENSMUSG00000121622,4,0
ENSMUSG00000121623,0,0
ENSMUSG00000121624,0,0
ENSMUSG00000121625,0,0
ENSMUSG00000121626,0,0
ENSMUSG00000121628,22,11
ENSMUSG00000121631,0,0
ENSMUSG00000121632,0,0
ENSMUSG00000121633,52,10
ENSMUSG00000121634,0,0
ENSMUSG00000121635,0,0
ENSMUSG00000121641,0,0
ENSMUSG00000121642,1,0
ENSMUSG00000121643,0,0
ENSMUSG00000121644,0,0
ENSMUSG00000121645,0,0
ENSMUSG00000121646,0,0
ENSMUSG00000121647,10,8
ENSMUSG00000121648,0,0
ENSMUSG00000121649,4,5
ENSMUSG00000121650,0,0
ENSMUSG00000121651,0,0
ENSMUSG00000121652,0,0
ENSMUSG00000121653,0,0
ENSMUSG00000121654,0,0
ENSMUSG00000121655,3,1
ENSMUSG00000121656,0,0
ENSMUSG00000121657,0,0
ENSMUSG00000121658,18,18
ENSMUSG00000121659,5,9
ENSMUSG00000121660,0,0
ENSMUSG00000121661,0,0
ENSMUSG00000121663,2,5
ENSMUSG00000121668,0,0
ENSMUSG00000121669,3,0
ENSMUSG00000121670,0,0
ENSMUSG00000121671,0,0
ENSMUSG00000121672,0,0
ENSMUSG00000121673,0,6
ENSMUSG00000121674,0,0
ENSMUSG00000121675,6,5
ENSMUSG00000121676,3,2
ENSMUSG00000121677,0,0
ENSMUSG00000121680,0,0
ENSMUSG00000121681,2,0
ENSMUSG00000121684,0,0
ENSMUSG00000121685,0,0
ENSMUSG00000121686,0,2
ENSMUSG00000121687,0,0
ENSMUSG00000121688,0,0
ENSMUSG00000121689,0,3
ENSMUSG00000121690,0,0
ENSMUSG00000121691,2,2
ENSMUSG00000121692,0,0
ENSMUSG00000121693,0,0
ENSMUSG00000121695,0,0
ENSMUSG00000121697,0,0
ENSMUSG00000121699,0,0
ENSMUSG00000121700,0,1
ENSMUSG00000121701,0,0
ENSMUSG00000121702,0,0
ENSMUSG00000121703,0,2
ENSMUSG00000121704,0,0
ENSMUSG00000121705,0,0
ENSMUSG00000121706,0,0
ENSMUSG00000121707,14,5
ENSMUSG00000121708,0,0
ENSMUSG00000121712,0,0
ENSMUSG00000121714,6,5
ENSMUSG00000121715,0,0
ENSMUSG00000121716,0,2
ENSMUSG00000121717,10,7
ENSMUSG00000121718,0,0
ENSMUSG00000121719,0,0
ENSMUSG00000121721,2,1
ENSMUSG00000121722,0,0
ENSMUSG00000121723,0,0
ENSMUSG00000121724,34,34
ENSMUSG00000121725,219,59
ENSMUSG00000121726,0,0
ENSMUSG00000121728,62,46
ENSMUSG00000121729,0,0
ENSMUSG00000121730,64,39
ENSMUSG00000121731,0,0
ENSMUSG00000121733,0,1
ENSMUSG00000121734,0,0
ENSMUSG00000121735,0,0
ENSMUSG00000121737,0,0
ENSMUSG00000121738,0,0
ENSMUSG00000121739,0,1
ENSMUSG00000121740,0,2
ENSMUSG00000121741,0,6
ENSMUSG00000121743,62,31
ENSMUSG00000121744,0,0
ENSMUSG00000121746,0,0
ENSMUSG00000121747,0,0
ENSMUSG00000121748,3,1
ENSMUSG00000121752,1,0
ENSMUSG00000121753,1,1
ENSMUSG00000121755,0,0
ENSMUSG00000121759,2,2
ENSMUSG00000121760,42,14
ENSMUSG00000121762,0,0
ENSMUSG00000121763,4,4
ENSMUSG00000121764,0,0
ENSMUSG00000121765,0,0
ENSMUSG00000121767,16,0
ENSMUSG00000121768,0,2
ENSMUSG00000121770,0,0
ENSMUSG00000121771,1,1
ENSMUSG00000121772,0,0
ENSMUSG00000121773,59,22
ENSMUSG00000121774,0,0
ENSMUSG00000121775,3,4
ENSMUSG00000121776,0,2
ENSMUSG00000121777,0,0
ENSMUSG00000121778,0,0
ENSMUSG00000121780,313,139
ENSMUSG00000121781,2,1
ENSMUSG00000121782,5,2
ENSMUSG00000121783,12,34
ENSMUSG00000121784,0,0
ENSMUSG00000121785,1,15
ENSMUSG00000121786,0,0
ENSMUSG00000121787,82,75
ENSMUSG00000121788,52,35
ENSMUSG00000121789,744,605
ENSMUSG00000121791,0,0
ENSMUSG00000121792,0,2
ENSMUSG00000121793,17,9
ENSMUSG00000121794,15,13
ENSMUSG00000121797,0,0
ENSMUSG00000121798,138,76
ENSMUSG00000121799,0,0
ENSMUSG00000121802,0,0
ENSMUSG00000121803,0,0
ENSMUSG00000121804,11,6
ENSMUSG00000121805,0,0
ENSMUSG00000121806,4,4
ENSMUSG00000121807,0,0
ENSMUSG00000121808,35,39
ENSMUSG00000121810,45,48
ENSMUSG00000121813,0,0
ENSMUSG00000121814,0,0
ENSMUSG00000121815,15,12
ENSMUSG00000121816,18,41
ENSMUSG00000121817,0,0
ENSMUSG00000121818,1,0
ENSMUSG00000121819,25,17
ENSMUSG00000121820,106,32
ENSMUSG00000121821,0,0
ENSMUSG00000121822,0,1
ENSMUSG00000121823,2,2
ENSMUSG00000121824,0,0
ENSMUSG00000121825,0,0
ENSMUSG00000121826,0,0
ENSMUSG00000121828,82,140
ENSMUSG00000121829,2,0
ENSMUSG00000121834,0,0
ENSMUSG00000121835,0,0
ENSMUSG00000121837,0,0
ENSMUSG00000121838,66,73
ENSMUSG00000121840,0,0
ENSMUSG00000121841,36,10
ENSMUSG00000121842,0,0
ENSMUSG00000121843,2,3
ENSMUSG00000121844,1,11
ENSMUSG00000121845,0,0
ENSMUSG00000121846,0,0
ENSMUSG00000121847,0,1
ENSMUSG00000121848,0,0
ENSMUSG00000121849,100,80
ENSMUSG00000121852,0,0
ENSMUSG00000121853,25,9
ENSMUSG00000121854,0,0
ENSMUSG00000121855,9,4
ENSMUSG00000121856,0,0
ENSMUSG00000121857,0,0
ENSMUSG00000121858,0,0
ENSMUSG00000121862,0,0
ENSMUSG00000121863,2,1
ENSMUSG00000121864,0,0
ENSMUSG00000121865,15,111
ENSMUSG00000121866,12,15
ENSMUSG00000121867,2,4
ENSMUSG00000121868,14,14
ENSMUSG00000121869,2,2
ENSMUSG00000121870,1,2
ENSMUSG00000121871,85,79
ENSMUSG00000121872,0,0
ENSMUSG00000121875,5,3
ENSMUSG00000121876,9,4
ENSMUSG00000121877,0,0
ENSMUSG00000121878,0,0
ENSMUSG00000121879,201,73
ENSMUSG00000121880,56,41
ENSMUSG00000121881,16,13
ENSMUSG00000121883,32,50
ENSMUSG00000121884,0,0
ENSMUSG00000121887,0,0
ENSMUSG00000121888,0,0
ENSMUSG00000121889,0,0
ENSMUSG00000121890,0,0
ENSMUSG00000121891,4,1
ENSMUSG00000121893,0,0
ENSMUSG00000121894,0,0
ENSMUSG00000121895,0,0
ENSMUSG00000121896,0,0
ENSMUSG00000121897,0,3
ENSMUSG00000121898,0,0
ENSMUSG00000121899,0,0
ENSMUSG00000121900,0,0
ENSMUSG00000121903,0,0
ENSMUSG00000121904,0,0
ENSMUSG00000121905,0,0
ENSMUSG00000121906,25,32
ENSMUSG00000121907,0,0
ENSMUSG00000121908,0,0
ENSMUSG00000121909,0,0
ENSMUSG00000121910,0,0
ENSMUSG00000121913,80,79
ENSMUSG00000121914,257,484
ENSMUSG00000121915,0,0
ENSMUSG00000121919,0,0
ENSMUSG00000121920,3,6
ENSMUSG00000121921,0,0
ENSMUSG00000121922,0,0
ENSMUSG00000121924,4,0
ENSMUSG00000121925,0,0
ENSMUSG00000121928,0,0
ENSMUSG00000121929,7,6
ENSMUSG00000121930,0,0
ENSMUSG00000121931,0,0
ENSMUSG00000121932,0,0
ENSMUSG00000121933,0,0
ENSMUSG00000121934,0,0
ENSMUSG00000121950,24,12
ENSMUSG00000121976,6,10
ENSMUSG00000121978,0,0
ENSMUSG00000121980,0,0
ENSMUSG00000121983,0,0
ENSMUSG00000121984,11,6
ENSMUSG00000121985,0,0
ENSMUSG00000121986,0,0
ENSMUSG00000121987,0,0
ENSMUSG00000121988,0,0
ENSMUSG00000121990,0,0
ENSMUSG00000121991,3,0
ENSMUSG00000121993,0,0
ENSMUSG00000121994,0,0
ENSMUSG00000121995,0,0
ENSMUSG00000121996,0,0
ENSMUSG00000121997,0,0
ENSMUSG00000121999,0,0
ENSMUSG00000122000,0,0
ENSMUSG00000122001,6,2
ENSMUSG00000122002,0,0
ENSMUSG00000122003,2,5
ENSMUSG00000122004,0,0
ENSMUSG00000122005,0,0
ENSMUSG00000122007,0,0
ENSMUSG00000122008,0,0
ENSMUSG00000122009,0,0
ENSMUSG00000122010,0,0
ENSMUSG00000122011,2,5
ENSMUSG00000122012,51,79
ENSMUSG00000122013,0,0
ENSMUSG00000122014,0,0
ENSMUSG00000122015,0,0
ENSMUSG00000122016,0,0
ENSMUSG00000122017,0,0
ENSMUSG00000122018,0,0
ENSMUSG00000122019,0,0
ENSMUSG00000122020,26,54
ENSMUSG00000122022,0,0
ENSMUSG00000122023,7,3
ENSMUSG00000122024,2,9
ENSMUSG00000122025,10,10
ENSMUSG00000122026,8,4
ENSMUSG00000122027,1,15
ENSMUSG00000122028,8,21
ENSMUSG00000122029,0,0
ENSMUSG00000122030,0,0
ENSMUSG00000122031,0,0
ENSMUSG00000122032,0,0
ENSMUSG00000122033,0,0
ENSMUSG00000122036,4,0
ENSMUSG00000122037,0,0
ENSMUSG00000122038,0,0
ENSMUSG00000122040,0,0
ENSMUSG00000122042,11,4
ENSMUSG00000122043,0,0
ENSMUSG00000122044,0,0
ENSMUSG00000122045,2,0
ENSMUSG00000122046,0,0
ENSMUSG00000122047,0,0
ENSMUSG00000122048,0,3
ENSMUSG00000122049,0,0
ENSMUSG00000122050,0,0
ENSMUSG00000122051,0,0
